"navn","komnr","år","gjerningssted","g_komnr","alt","eiendomstyveri","vold_mishandling","rusmidler","orden_integritet","trafikk","annet"
"Evenes - Evenássi",1853,"2020-2021","1853 Evenes - Evenássi",1853,90,13,7,9,NA,42,16
"Røst",1856,"2020-2021","1856 Røst",1856,14,NA,NA,NA,NA,NA,5
"Værøy",1857,"2020-2021","1857 Værøy",1857,30,NA,6,8,NA,NA,11
"Flakstad",1859,"2020-2021","1859 Flakstad",1859,48,11,5,8,6,10,9
"Vestvågøy",1860,"2020-2021","1860 Vestvågøy",1860,626,114,89,120,60,118,126
"Vågan",1865,"2020-2021","1865 Vågan",1865,390,71,57,78,51,61,73
"Hadsel",1866,"2020-2021","1866 Hadsel",1866,292,40,43,42,31,55,83
"Bø (Nordland)",1867,"2020-2021","1867 Bø (Nordland)",1867,72,7,17,8,5,17,19
"Øksnes",1868,"2020-2021","1868 Øksnes",1868,116,14,22,17,14,20,29
"Sortland - Suortá",1870,"2020-2021","1870 Sortland - Suortá",1870,564,86,64,130,65,100,120
"Andøy",1871,"2020-2021","1871 Andøy",1871,124,23,19,14,17,20,32
"Moskenes",1874,"2020-2021","1874 Moskenes",1874,36,6,NA,6,NA,NA,12
"Hábmer - Hamarøy",1875,"2020-2021","1875 Hábmer - Hamarøy",1875,139,19,21,20,14,38,29
"Tromsø",5501,"2020-2021","5401 Tromsø (2020-2023)",5401,4143,1193,600,612,449,578,713
"Harstad - Hárstták",5503,"2020-2021","5402 Harstad - Hárstták (2020-2023)",5402,1035,175,173,210,129,111,239
"Alta",5601,"2020-2021","5403 Alta (2020-2023)",5403,1561,284,193,271,145,343,327
"Vardø",5634,"2020-2021","5404 Vardø (2020-2023)",5404,84,8,14,10,14,15,25
"Vadsø",5607,"2020-2021","5405 Vadsø (2020-2023)",5405,271,17,71,43,51,26,65
"Hammerfest - Hámmerfeasta",5603,"2020-2021","5406 Hammerfest - Hámmerfeasta (2020-2023)",5406,622,78,107,120,69,127,123
"Kvæfjord",5510,"2020-2021","5411 Kvæfjord (2020-2023)",5411,100,12,12,13,5,33,27
"Dielddanuorri - Tjeldsund",5512,"2020-2021","5412 Dielddanuorri - Tjeldsund (2020-2023)",5412,132,17,13,17,7,33,46
"Ibestad",5514,"2020-2021","5413 Ibestad (2020-2023)",5413,23,5,6,NA,NA,NA,6
"Gratangen",5516,"2020-2021","5414 Gratangen (2020-2023)",5414,49,9,10,NA,NA,13,12
"Loabák - Lavangen",5518,"2020-2021","5415 Loabák - Lavangen (2020-2023)",5415,41,NA,10,NA,NA,9,16
"Bardu",5520,"2020-2021","5416 Bardu (2020-2023)",5416,182,19,23,13,18,88,23
"Salangen",5522,"2020-2021","5417 Salangen (2020-2023)",5417,63,NA,15,7,6,10,22
"Målselv",5524,"2020-2021","5418 Målselv (2020-2023)",5418,325,41,35,26,32,118,73
"Sørreisa",5526,"2020-2021","5419 Sørreisa (2020-2023)",5419,76,11,13,6,7,19,22
"Dyrøy",5528,"2020-2021","5420 Dyrøy (2020-2023)",5420,40,7,6,8,NA,8,8
"Senja",5530,"2020-2021","5421 Senja (2020-2023)",5421,585,59,112,58,75,145,138
"Balsfjord",5532,"2020-2021","5422 Balsfjord (2020-2023)",5422,295,22,33,35,24,132,51
"Karlsøy",5534,"2020-2021","5423 Karlsøy (2020-2023)",5423,69,6,21,10,9,10,14
"Lyngen",5536,"2020-2021","5424 Lyngen (2020-2023)",5424,101,8,18,24,6,27,20
"Storfjord - Omasvuotna - Omasvuono",5538,"2020-2021","5425 Storfjord - Omasvuotna - Omasvuono (2020-2023)",5425,186,6,10,28,15,73,55
"Gáivuotna - Kåfjord - Kaivuono",5540,"2020-2021","5426 Gáivuotna - Kåfjord - Kaivuono (2020-2023)",5426,111,7,15,16,NA,52,19
"Skjervøy",5542,"2020-2021","5427 Skjervøy (2020-2023)",5427,78,8,10,15,NA,18,24
"Nordreisa - Ráisa - Raisi",5544,"2020-2021","5428 Nordreisa - Ráisa - Raisi (2020-2023)",5428,234,23,37,49,21,62,44
"Kvænangen",5546,"2020-2021","5429 Kvænangen (2020-2023)",5429,65,8,7,NA,NA,26,19
"Guovdageaidnu - Kautokeino",5612,"2020-2021","5430 Guovdageaidnu - Kautokeino (2020-2023)",5430,158,15,23,8,12,69,32
"Loppa",5614,"2020-2021","5432 Loppa (2020-2023)",5432,20,NA,NA,NA,NA,NA,9
"Hasvik",5616,"2020-2021","5433 Hasvik (2020-2023)",5433,51,7,10,10,NA,NA,17
"Måsøy",5618,"2020-2021","5434 Måsøy (2020-2023)",5434,53,NA,8,9,7,11,17
"Nordkapp",5620,"2020-2021","5435 Nordkapp (2020-2023)",5435,107,18,23,17,6,10,34
"Porsanger - Porsángu - Porsanki",5622,"2020-2021","5436 Porsanger - Porsángu - Porsanki (2020-2023)",5436,235,36,40,26,25,55,55
"Kárásjohka - Karasjok",5610,"2020-2021","5437 Kárásjohka - Karasjok (2020-2023)",5437,139,14,19,25,12,28,42
"Lebesby",5624,"2020-2021","5438 Lebesby (2020-2023)",5438,101,NA,19,14,11,19,35
"Gamvik",5626,"2020-2021","5439 Gamvik (2020-2023)",5439,55,NA,7,12,7,7,20
"Berlevåg",5630,"2020-2021","5440 Berlevåg (2020-2023)",5440,35,NA,6,5,NA,6,12
"Deatnu - Tana",5628,"2020-2021","5441 Deatnu - Tana (2020-2023)",5441,147,12,21,22,11,35,48
"Unjárga - Nesseby",5636,"2020-2021","5442 Unjárga - Nesseby (2020-2023)",5442,44,NA,7,8,NA,14,10
"Båtsfjord",5632,"2020-2021","5443 Båtsfjord (2020-2023)",5443,105,5,19,16,16,15,35
"Sør-Varanger",5605,"2020-2021","5444 Sør-Varanger (2020-2023)",5444,594,50,105,81,109,102,148
"Halden",3101,"2021-2022","3001 Halden (2020-2023)",3001,2968,407,321,587,440,532,683
"Moss",3103,"2021-2022","3002 Moss (2020-2023)",3002,2963,809,383,409,365,452,547
"Sarpsborg",3105,"2021-2022","3003 Sarpsborg (2020-2023)",3003,3266,800,509,472,363,507,616
"Fredrikstad",3107,"2021-2022","3004 Fredrikstad (2020-2023)",3004,4722,1490,639,635,542,665,751
"Drammen",3301,"2021-2022","3005 Drammen (2020-2023)",3005,5713,2352,603,560,518,635,1047
"Kongsberg",3303,"2021-2022","3006 Kongsberg (2020-2023)",3006,958,216,153,89,108,139,253
"Ringerike",3305,"2021-2022","3007 Ringerike (2020-2023)",3007,1368,311,217,131,155,254,301
"Hvaler",3110,"2021-2022","3011 Hvaler (2020-2023)",3011,179,43,16,16,7,21,77
"Aremark",3124,"2021-2022","3012 Aremark (2020-2023)",3012,78,17,9,6,17,15,15
"Marker",3122,"2021-2022","3013 Marker (2020-2023)",3013,450,18,7,100,72,91,163
"Indre Østfold",3118,"2021-2022","3014 Indre Østfold (2020-2023)",3014,2312,468,282,327,318,489,430
"Skiptvet",3116,"2021-2022","3015 Skiptvet (2020-2023)",3015,117,18,22,9,11,7,52
"Rakkestad",3120,"2021-2022","3016 Rakkestad (2020-2023)",3016,275,54,44,21,24,66,68
"Råde",3112,"2021-2022","3017 Råde (2020-2023)",3017,446,81,35,57,59,139,77
"Våler (Viken)",3114,"2021-2022","3018 Våler (Viken) (2020-2023)",3018,158,29,24,13,11,44,37
"Vestby",3216,"2021-2022","3019 Vestby (2020-2023)",3019,710,176,97,89,63,147,140
"Nordre Follo",3207,"2021-2022","3020 Nordre Follo (2020-2023)",3020,2659,743,336,261,207,655,458
"Ås",3218,"2021-2022","3021 Ås (2020-2023)",3021,1086,330,104,125,73,300,156
"Frogn",3214,"2021-2022","3022 Frogn (2020-2023)",3022,670,147,86,60,67,181,129
"Nesodden",3212,"2021-2022","3023 Nesodden (2020-2023)",3023,566,145,108,58,51,65,141
"Bærum",3201,"2021-2022","3024 Bærum (2020-2023)",3024,5663,2342,556,443,405,660,1257
"Asker",3203,"2021-2022","3025 Asker (2020-2023)",3025,3621,1192,424,410,341,510,744
"Aurskog-Høland",3226,"2021-2022","3026 Aurskog-Høland (2020-2023)",3026,564,113,90,60,57,96,149
"Rælingen",3224,"2021-2022","3027 Rælingen (2020-2023)",3027,762,119,81,66,45,313,139
"Enebakk",3220,"2021-2022","3028 Enebakk (2020-2023)",3028,417,74,69,52,37,75,112
"Lørenskog",3222,"2021-2022","3029 Lørenskog (2020-2023)",3029,1929,584,277,232,169,187,482
"Lillestrøm",3205,"2021-2022","3030 Lillestrøm (2020-2023)",3030,4668,1569,557,506,426,750,861
"Nittedal",3232,"2021-2022","3031 Nittedal (2020-2023)",3031,721,199,107,55,57,147,158
"Gjerdrum",3230,"2021-2022","3032 Gjerdrum (2020-2023)",3032,170,34,24,14,16,17,66
"Ullensaker",3209,"2021-2022","3033 Ullensaker (2020-2023)",3033,5259,1890,395,646,624,699,1006
"Nes",3228,"2021-2022","3034 Nes (2020-2023)",3034,730,178,99,73,72,130,178
"Eidsvoll",3240,"2021-2022","3035 Eidsvoll (2020-2023)",3035,1244,254,175,163,121,288,245
"Nannestad",3238,"2021-2022","3036 Nannestad (2020-2023)",3036,501,106,90,55,33,111,108
"Hurdal",3242,"2021-2022","3037 Hurdal (2020-2023)",3037,77,15,11,11,7,15,19
"Hole",3310,"2021-2022","3038 Hole (2020-2023)",3038,264,41,25,14,19,132,34
"Flå",3320,"2021-2022","3039 Flå (2020-2023)",3039,60,18,NA,NA,5,19,12
"Nesbyen",3322,"2021-2022","3040 Nesbyen (2020-2023)",3040,113,20,11,6,6,41,29
"Gol",3324,"2021-2022","3041 Gol (2020-2023)",3041,227,40,22,20,15,94,38
"Hemsedal",3326,"2021-2022","3042 Hemsedal (2020-2023)",3042,170,100,13,11,7,19,20
"Ål",3328,"2021-2022","3043 Ål (2020-2023)",3043,135,32,8,7,9,54,26
"Hol",3330,"2021-2022","3044 Hol (2020-2023)",3044,224,85,24,17,11,32,56
"Sigdal",3332,"2021-2022","3045 Sigdal (2020-2023)",3045,100,17,11,10,9,21,32
"Krødsherad",3318,"2021-2022","3046 Krødsherad (2020-2023)",3046,96,36,7,9,6,19,19
"Modum",3316,"2021-2022","3047 Modum (2020-2023)",3047,493,117,77,39,55,78,128
"Øvre Eiker",3314,"2021-2022","3048 Øvre Eiker (2020-2023)",3048,825,231,90,99,54,181,170
"Lier",3312,"2021-2022","3049 Lier (2020-2023)",3049,976,270,108,89,54,276,181
"Flesberg",3334,"2021-2022","3050 Flesberg (2020-2023)",3050,66,13,9,NA,6,15,19
"Rollag",3336,"2021-2022","3051 Rollag (2020-2023)",3051,45,7,NA,NA,5,15,11
"Nore og Uvdal",3338,"2021-2022","3052 Nore og Uvdal (2020-2023)",3052,114,18,8,8,8,36,37
"Jevnaker",3236,"2021-2022","3053 Jevnaker (2020-2023)",3053,212,47,41,18,19,32,55
"Lunner",3234,"2021-2022","3054 Lunner (2020-2023)",3054,391,51,28,63,27,157,67
"Oslo",301,"2021-2022","0301 Oslo",301,59973,23585,7789,4146,7073,5281,12100
"Kongsvinger",3401,"2021-2022","3401 Kongsvinger",3401,1187,235,163,165,165,196,264
"Hamar",3403,"2021-2022","3403 Hamar",3403,1750,578,223,214,189,150,397
"Lillehammer",3405,"2021-2022","3405 Lillehammer",3405,1027,340,126,103,95,119,246
"Gjøvik",3407,"2021-2022","3407 Gjøvik",3407,1377,348,188,153,129,253,307
"Ringsaker",3411,"2021-2022","3411 Ringsaker",3411,1238,280,166,142,123,175,354
"Løten",3412,"2021-2022","3412 Løten",3412,546,35,30,21,25,374,63
"Stange",3413,"2021-2022","3413 Stange",3413,913,157,121,103,127,233,175
"Nord-Odal",3414,"2021-2022","3414 Nord-Odal",3414,216,35,22,26,21,45,67
"Sør-Odal",3415,"2021-2022","3415 Sør-Odal",3415,325,55,31,62,20,91,66
"Eidskog",3416,"2021-2022","3416 Eidskog",3416,657,74,41,89,109,176,169
"Grue",3417,"2021-2022","3417 Grue",3417,189,25,21,17,22,51,53
"Åsnes",3418,"2021-2022","3418 Åsnes",3418,310,56,46,23,51,42,93
"Våler (Innlandet)",3419,"2021-2022","3419 Våler (Innlandet)",3419,172,28,34,14,24,32,41
"Elverum",3420,"2021-2022","3420 Elverum",3420,1499,375,200,91,142,452,240
"Trysil",3421,"2021-2022","3421 Trysil",3421,434,104,46,35,78,71,101
"Åmot",3422,"2021-2022","3422 Åmot",3422,222,50,36,8,19,39,70
"Stor-Elvdal",3423,"2021-2022","3423 Stor-Elvdal",3423,147,15,15,8,10,70,30
"Rendalen",3424,"2021-2022","3424 Rendalen",3424,93,14,11,NA,11,35,20
"Engerdal",3425,"2021-2022","3425 Engerdal",3425,64,5,6,NA,17,6,29
"Tolga",3426,"2021-2022","3426 Tolga",3426,32,NA,5,NA,NA,8,12
"Tynset",3427,"2021-2022","3427 Tynset",3427,209,16,14,24,22,85,48
"Alvdal",3428,"2021-2022","3428 Alvdal",3428,145,13,6,13,5,95,14
"Folldal",3429,"2021-2022","3429 Folldal",3429,23,NA,NA,NA,NA,7,6
"Os",3430,"2021-2022","3430 Os",3430,45,6,NA,NA,NA,16,14
"Dovre",3431,"2021-2022","3431 Dovre",3431,183,10,8,NA,NA,139,20
"Lesja",3432,"2021-2022","3432 Lesja",3432,160,11,7,NA,NA,124,15
"Skjåk",3433,"2021-2022","3433 Skjåk",3433,60,NA,10,NA,NA,16,24
"Lom",3434,"2021-2022","3434 Lom",3434,57,16,6,NA,NA,16,15
"Vågå",3435,"2021-2022","3435 Vågå",3435,67,14,8,NA,NA,12,26
"Nord-Fron",3436,"2021-2022","3436 Nord-Fron",3436,170,33,30,17,13,37,41
"Sel",3437,"2021-2022","3437 Sel",3437,284,21,39,21,25,126,54
"Sør-Fron",3438,"2021-2022","3438 Sør-Fron",3438,68,10,8,NA,NA,17,26
"Ringebu",3439,"2021-2022","3439 Ringebu",3439,146,28,17,6,15,47,35
"Øyer",3440,"2021-2022","3440 Øyer",3440,243,71,12,9,11,95,45
"Gausdal",3441,"2021-2022","3441 Gausdal",3441,131,23,17,8,10,34,40
"Østre Toten",3442,"2021-2022","3442 Østre Toten",3442,360,57,49,26,26,94,108
"Vestre Toten",3443,"2021-2022","3443 Vestre Toten",3443,511,85,87,58,40,105,138
"Gran",3446,"2021-2022","3446 Gran",3446,591,77,73,139,52,140,112
"Søndre Land",3447,"2021-2022","3447 Søndre Land",3447,160,20,21,14,16,45,46
"Nordre Land",3448,"2021-2022","3448 Nordre Land",3448,205,31,24,14,29,37,70
"Sør-Aurdal",3449,"2021-2022","3449 Sør-Aurdal",3449,121,13,11,10,9,52,28
"Etnedal",3450,"2021-2022","3450 Etnedal",3450,39,NA,NA,NA,NA,19,8
"Nord-Aurdal",3451,"2021-2022","3451 Nord-Aurdal",3451,298,37,40,36,40,100,46
"Vestre Slidre",3452,"2021-2022","3452 Vestre Slidre",3452,71,11,5,NA,10,16,27
"Øystre Slidre",3453,"2021-2022","3453 Øystre Slidre",3453,107,22,14,8,10,20,35
"Vang",3454,"2021-2022","3454 Vang",3454,49,10,NA,NA,NA,15,13
"Horten",3901,"2021-2022","3801 Horten (2020-2023)",3801,1452,469,168,239,131,203,244
"Holmestrand",3903,"2021-2022","3802 Holmestrand (2020-2023)",3802,1147,221,118,143,83,393,190
"Tønsberg",3905,"2021-2022","3803 Tønsberg (2020-2023)",3803,3782,1348,460,463,366,475,671
"Sandefjord",3907,"2021-2022","3804 Sandefjord (2020-2023)",3804,3329,994,461,363,372,415,726
"Larvik",3909,"2021-2022","3805 Larvik (2020-2023)",3805,2135,527,300,284,203,387,434
"Porsgrunn",4001,"2021-2022","3806 Porsgrunn (2020-2023)",3806,2522,771,310,299,208,511,424
"Skien",4003,"2021-2022","3807 Skien (2020-2023)",3807,3341,1009,525,405,340,401,663
"Notodden",4005,"2021-2022","3808 Notodden (2020-2023)",3808,687,129,131,85,86,111,146
"Færder",3911,"2021-2022","3811 Færder (2020-2023)",3811,991,335,115,122,100,111,209
"Siljan",4010,"2021-2022","3812 Siljan (2020-2023)",3812,71,19,12,6,5,16,14
"Bamble",4012,"2021-2022","3813 Bamble (2020-2023)",3813,815,278,93,101,65,101,179
"Kragerø",4014,"2021-2022","3814 Kragerø (2020-2023)",3814,727,212,80,92,66,135,143
"Drangedal",4016,"2021-2022","3815 Drangedal (2020-2023)",3815,182,48,19,28,24,29,36
"Nome",4018,"2021-2022","3816 Nome (2020-2023)",3816,264,40,45,44,25,58,54
"Midt-Telemark",4020,"2021-2022","3817 Midt-Telemark (2020-2023)",3817,428,100,63,54,40,72,100
"Tinn",4026,"2021-2022","3818 Tinn (2020-2023)",3818,196,32,22,25,21,46,52
"Hjartdal",4024,"2021-2022","3819 Hjartdal (2020-2023)",3819,76,8,8,NA,NA,43,14
"Seljord",4022,"2021-2022","3820 Seljord (2020-2023)",3820,149,28,17,15,14,42,34
"Kviteseid",4028,"2021-2022","3821 Kviteseid (2020-2023)",3821,132,22,9,24,10,30,38
"Nissedal",4030,"2021-2022","3822 Nissedal (2020-2023)",3822,60,26,6,NA,NA,6,16
"Fyresdal",4032,"2021-2022","3823 Fyresdal (2020-2023)",3823,29,11,NA,NA,NA,NA,10
"Tokke",4034,"2021-2022","3824 Tokke (2020-2023)",3824,80,16,8,7,8,21,22
"Vinje",4036,"2021-2022","3825 Vinje (2020-2023)",3825,166,35,22,13,13,41,43
"Risør",4201,"2021-2022","4201 Risør",4201,301,56,39,38,41,63,66
"Grimstad",4202,"2021-2022","4202 Grimstad",4202,1097,330,152,122,119,137,239
"Arendal",4203,"2021-2022","4203 Arendal",4203,2772,763,431,429,346,298,507
"Kristiansand",4204,"2021-2022","4204 Kristiansand",4204,8194,3343,1048,827,898,765,1313
"Lindesnes",4205,"2021-2022","4205 Lindesnes",4205,1137,316,164,153,96,192,218
"Farsund",4206,"2021-2022","4206 Farsund",4206,411,98,92,35,44,50,93
"Flekkefjord",4207,"2021-2022","4207 Flekkefjord",4207,268,45,48,34,42,36,65
"Gjerstad",4211,"2021-2022","4211 Gjerstad",4211,114,25,13,10,10,29,29
"Vegårshei",4212,"2021-2022","4212 Vegårshei",4212,83,15,10,16,9,11,24
"Tvedestrand",4213,"2021-2022","4213 Tvedestrand",4213,350,82,62,57,38,53,59
"Froland",4214,"2021-2022","4214 Froland",4214,275,36,63,36,52,36,52
"Lillesand",4215,"2021-2022","4215 Lillesand",4215,569,187,64,42,34,119,125
"Birkenes",4216,"2021-2022","4216 Birkenes",4216,180,60,21,16,17,29,39
"Åmli",4217,"2021-2022","4217 Åmli",4217,67,13,7,NA,9,19,15
"Iveland",4218,"2021-2022","4218 Iveland",4218,29,6,NA,NA,NA,NA,10
"Evje og Hornnes",4219,"2021-2022","4219 Evje og Hornnes",4219,233,66,37,18,40,44,29
"Bygland",4220,"2021-2022","4220 Bygland",4220,56,13,NA,NA,8,20,10
"Valle",4221,"2021-2022","4221 Valle",4221,66,14,8,6,5,20,15
"Bykle",4222,"2021-2022","4222 Bykle",4222,62,23,6,NA,9,7,16
"Vennesla",4223,"2021-2022","4223 Vennesla",4223,658,189,119,65,67,86,133
"Åseral",4224,"2021-2022","4224 Åseral",4224,36,11,NA,NA,NA,NA,9
"Lyngdal",4225,"2021-2022","4225 Lyngdal",4225,507,125,92,41,48,97,105
"Hægebostad",4226,"2021-2022","4226 Hægebostad",4226,61,15,7,6,6,14,14
"Kvinesdal",4227,"2021-2022","4227 Kvinesdal",4227,187,34,27,17,28,35,48
"Sirdal",4228,"2021-2022","4228 Sirdal",4228,78,22,8,NA,6,18,20
"Eigersund",1101,"2021-2022","1101 Eigersund",1101,649,143,60,53,57,152,185
"Stavanger",1103,"2021-2022","1103 Stavanger",1103,8570,3346,1124,896,810,770,1625
"Haugesund",1106,"2021-2022","1106 Haugesund",1106,2546,798,382,275,401,206,486
"Sandnes",1108,"2021-2022","1108 Sandnes",1108,4192,1592,504,440,360,554,743
"Sokndal",1111,"2021-2022","1111 Sokndal",1111,70,15,10,NA,6,9,28
"Lund",1112,"2021-2022","1112 Lund",1112,67,16,7,10,9,10,15
"Bjerkreim",1114,"2021-2022","1114 Bjerkreim",1114,79,12,11,6,NA,26,22
"Hå",1119,"2021-2022","1119 Hå",1119,675,145,111,74,78,103,166
"Klepp",1120,"2021-2022","1120 Klepp",1120,737,221,79,98,58,113,168
"Time",1121,"2021-2022","1121 Time",1121,943,363,110,74,88,99,210
"Gjesdal",1122,"2021-2022","1122 Gjesdal",1122,436,130,35,49,43,81,100
"Sola",1124,"2021-2022","1124 Sola",1124,1179,327,133,175,107,134,304
"Randaberg",1127,"2021-2022","1127 Randaberg",1127,377,95,49,33,27,74,100
"Strand",1130,"2021-2022","1130 Strand",1130,418,78,64,42,35,70,130
"Hjelmeland",1133,"2021-2022","1133 Hjelmeland",1133,64,8,9,NA,5,16,23
"Suldal",1134,"2021-2022","1134 Suldal",1134,75,9,16,6,5,17,23
"Sauda",1135,"2021-2022","1135 Sauda",1135,146,28,21,18,14,23,44
"Kvitsøy",1144,"2021-2022","1144 Kvitsøy",1144,7,NA,NA,NA,NA,NA,6
"Bokn",1145,"2021-2022","1145 Bokn",1145,45,9,NA,NA,NA,21,10
"Tysvær",1146,"2021-2022","1146 Tysvær",1146,327,63,42,13,22,100,89
"Karmøy",1149,"2021-2022","1149 Karmøy",1149,1605,352,272,195,182,276,328
"Vindafjord",1160,"2021-2022","1160 Vindafjord",1160,377,39,36,53,113,88,49
"Bergen",4601,"2021-2022","4601 Bergen",4601,16178,5944,2116,1608,1525,1991,2995
"Kinn",4602,"2021-2022","4602 Kinn",4602,549,82,98,82,61,78,149
"Etne",4611,"2021-2022","4611 Etne",4611,159,15,20,8,17,68,33
"Sveio",4612,"2021-2022","4612 Sveio",4612,225,23,19,12,14,100,58
"Bømlo",4613,"2021-2022","4613 Bømlo",4613,298,52,53,26,35,46,87
"Stord",4614,"2021-2022","4614 Stord",4614,841,166,119,124,101,164,167
"Fitjar",4615,"2021-2022","4615 Fitjar",4615,86,12,11,8,NA,25,29
"Tysnes",4616,"2021-2022","4616 Tysnes",4616,84,11,9,6,5,10,44
"Kvinnherad",4617,"2021-2022","4617 Kvinnherad",4617,323,43,45,34,32,55,116
"Ullensvang",4618,"2021-2022","4618 Ullensvang",4618,479,53,56,54,40,146,131
"Eidfjord",4619,"2021-2022","4619 Eidfjord",4619,53,NA,7,NA,NA,26,12
"Ulvik",4620,"2021-2022","4620 Ulvik",4620,16,NA,NA,NA,NA,NA,NA
"Voss",4621,"2021-2022","4621 Voss",4621,592,142,82,51,49,123,147
"Kvam",4622,"2021-2022","4622 Kvam",4622,183,25,27,15,19,31,67
"Samnanger",4623,"2021-2022","4623 Samnanger",4623,63,8,8,7,6,21,14
"Bjørnafjorden",4624,"2021-2022","4624 Bjørnafjorden",4624,786,132,146,85,74,157,193
"Austevoll",4625,"2021-2022","4625 Austevoll",4625,134,16,17,6,14,27,55
"Øygarden",4626,"2021-2022","4626 Øygarden",4626,1481,393,211,172,96,184,427
"Askøy",4627,"2021-2022","4627 Askøy",4627,795,169,146,82,55,110,235
"Vaksdal",4628,"2021-2022","4628 Vaksdal",4628,129,13,9,7,9,67,25
"Modalen",4629,"2021-2022","4629 Modalen",4629,11,NA,NA,NA,NA,NA,NA
"Osterøy",4630,"2021-2022","4630 Osterøy",4630,193,18,29,16,16,39,78
"Alver",4631,"2021-2022","4631 Alver",4631,902,161,125,83,75,204,255
"Austrheim",4632,"2021-2022","4632 Austrheim",4632,86,14,9,NA,7,13,41
"Fedje",4633,"2021-2022","4633 Fedje",4633,8,NA,NA,NA,NA,NA,NA
"Masfjorden",4634,"2021-2022","4634 Masfjorden",4634,60,7,NA,NA,NA,24,22
"Gulen",4635,"2021-2022","4635 Gulen",4635,44,7,5,NA,NA,10,16
"Solund",4636,"2021-2022","4636 Solund",4636,10,NA,NA,NA,NA,NA,7
"Hyllestad",4637,"2021-2022","4637 Hyllestad",4637,28,NA,6,NA,NA,7,9
"Høyanger",4638,"2021-2022","4638 Høyanger",4638,121,15,20,17,10,30,30
"Vik",4639,"2021-2022","4639 Vik",4639,74,7,13,5,9,17,25
"Sogndal",4640,"2021-2022","4640 Sogndal",4640,394,91,61,34,54,72,84
"Aurland",4641,"2021-2022","4641 Aurland",4641,63,8,NA,NA,NA,21,25
"Lærdal",4642,"2021-2022","4642 Lærdal",4642,290,7,5,NA,NA,255,15
"Årdal",4643,"2021-2022","4643 Årdal",4643,88,11,16,14,7,19,22
"Luster",4644,"2021-2022","4644 Luster",4644,89,6,28,5,10,18,23
"Askvoll",4645,"2021-2022","4645 Askvoll",4645,65,NA,7,8,NA,12,34
"Fjaler",4646,"2021-2022","4646 Fjaler",4646,49,8,NA,7,NA,7,20
"Sunnfjord",4647,"2021-2022","4647 Sunnfjord",4647,789,141,84,117,110,207,131
"Bremanger",4648,"2021-2022","4648 Bremanger",4648,70,6,13,NA,9,16,23
"Stad",4649,"2021-2022","4649 Stad",4649,218,32,36,26,16,47,62
"Gloppen",4650,"2021-2022","4650 Gloppen",4650,102,8,14,14,13,23,31
"Stryn",4651,"2021-2022","4651 Stryn",4651,156,26,18,15,13,45,39
"Kristiansund",1505,"2021-2022","1505 Kristiansund",1505,1215,266,220,149,180,137,265
"Molde",1506,"2021-2022","1506 Molde",1506,1193,252,173,184,133,195,256
"Ålesund",1508,"2021-2022","1507 Ålesund (2020-2023)",1507,2730,535,454,375,322,527,518
"Vanylven",1511,"2021-2022","1511 Vanylven",1511,74,7,17,7,NA,13,26
"Sande",1514,"2021-2022","1514 Sande",1514,65,11,7,8,NA,19,17
"Herøy (Møre og Romsdal)",1515,"2021-2022","1515 Herøy (Møre og Romsdal)",1515,227,26,39,22,18,63,60
"Ulstein",1516,"2021-2022","1516 Ulstein",1516,267,57,48,31,31,41,60
"Hareid",1517,"2021-2022","1517 Hareid",1517,125,14,24,17,8,31,32
"Ørsta",1520,"2021-2022","1520 Ørsta",1520,319,34,39,28,33,107,79
"Stranda",1525,"2021-2022","1525 Stranda",1525,99,11,16,5,9,24,35
"Sykkylven",1528,"2021-2022","1528 Sykkylven",1528,182,17,32,18,26,43,47
"Sula",1531,"2021-2022","1531 Sula",1531,215,31,37,43,16,36,53
"Giske",1532,"2021-2022","1532 Giske",1532,202,22,26,43,20,34,58
"Vestnes",1535,"2021-2022","1535 Vestnes",1535,189,30,18,19,14,71,38
"Rauma",1539,"2021-2022","1539 Rauma",1539,332,35,25,28,17,182,47
"Aukra",1547,"2021-2022","1547 Aukra",1547,76,12,12,10,NA,11,27
"Averøy",1554,"2021-2022","1554 Averøy",1554,197,43,29,21,19,27,60
"Gjemnes",1557,"2021-2022","1557 Gjemnes",1557,99,NA,7,11,9,54,17
